,Kon,Koff,Ksyn
4930430F08Rik,0.046743208847559885,0.2394543843572877,2.930427909093541
4930452B06Rik,0.3234895919565143,190.79585279441903,373.4308157571419
4930453N24Rik,0.5281894545899745,7.635787339136781,17.4160939297857
4930506M07Rik,0.02097031913040654,0.44831547363125135,1.0
4930550C14Rik,0.018004096572217826,0.2694129417937619,2.7261958420795804
4930558J18Rik,0.10140006361543573,0.4018646468451361,1.0
4930563E22Rik,0.020489828378377678,0.4480066055827419,1.0
4931406P16Rik,0.46957058869391827,0.015027100786982406,1.0
4931408D14Rik,0.020492237574830496,0.4480674399855528,1.0
4931414P19Rik,0.2304120097075447,1.030769344248167,1.1164699996465517
4931428F04Rik,0.04600072926843458,1.394647505471063,3.718437353875094
4933404O12Rik,0.4479202475977847,119.86512590168502,145.5881074471219
4933426M11Rik,0.16485355745074773,35.917645914814244,81.37425188538728
4933427D14Rik,0.1375265313066975,1.3029449937748427,2.6799069852717694
4933430I17Rik,0.044997096139449154,2.1692385873533775,3.145748535860034
5330426P16Rik,0.020729503667995065,0.4482137725692273,1.0
5430416N02Rik,0.886357165092559,5.199790871614155,9.710809654680158
5730455P16Rik,0.22155516738780343,0.8576696076168111,5.682649427653847
5730508B09Rik,0.12312540465957518,5.239429319796593,8.90312157482739
5730559C18Rik,0.24166345774231762,0.689095674473412,1.0
5830415F09Rik,0.16441074263554775,1.2483621873311168,2.5903932252029405
5830418K08Rik,0.6836930198902653,2.0642115358977455,9.600100526323077
6230400D17Rik,0.05839231889914962,0.9909459637697059,1.0
8030462N17Rik,0.17370408637041884,5.962836752090804,12.457484121586026
9030617O03Rik,0.06681741090183352,2.608031059717811,5.18027532856769
9030624J02Rik,0.8679223109658245,17.292301532543522,43.65099157942877
9130401M01Rik,1.251328956479446,3.093960588675871,23.931407229975534
9330159F19Rik,0.07265012274456283,5.496409900477882,10.072020667593243
9430016H08Rik,0.41363330991296654,0.7098478895093455,5.832237584981184
9430038I01Rik,0.39794637243770853,3.316986415784913,10.797026069818042
9530068E07Rik,0.3354222689647655,0.5206679005447901,1.7601326056413968
9630033F20Rik,1.5087410451741357,3.29485736470895,29.827375047730133
9930021J03Rik,0.18943681460241363,0.6809591198906809,2.807392972236874
9930104L06Rik,0.10147462977437985,1.6518944205752475,4.6622998232738295
A230046K03Rik,0.25140479343893574,0.2185540388984668,5.494531185756075
A230050P20Rik,0.19286096642463493,3.5065811849115893,4.361892945816066
A330069E16Rik,0.11487472054689807,138.18868050877288,491.2634141837719
A430005L14Rik,0.44893763039290496,10.387433507437917,65.14153771489508
A630089N07Rik,0.23586743953419997,1.668344932690965,9.236839690495026
A730017L22Rik,0.0035949203634045327,0.15758146202989953,1.931844085622252
A730090N16Rik,0.03902679759848528,5.351891969317989,10.30756574928529
A930004D18Rik,0.13171566022841283,26.573399777393906,30.507576699524044
A930005H10Rik,0.0817648275327581,0.4828804023789475,1.3373455906345944
A930013F10Rik,0.17885996840708523,155.74813832637162,176.56446761602538
AA467197,0.08823710528029569,55.20007272655823,358.8448613706183
AA986860,0.7384553400415971,741.123739639081,985.9687412570295
AA987161,0.1527834474789862,6.9174164430830825,16.89197383287914
AI314180,0.13048548821306033,0.3599945470701109,3.6728454600552825
AI413582,0.2835719279656635,1.6524485924210213,7.002493485635291
AI414108,0.2802220974131728,1.6264974426186645,9.115068702887687
AI462493,0.7901107809468334,1.2800662185784397,11.310182654261256
AI464131,0.06454437658364955,0.7876755250419525,9.860059559223574
AI597479,0.1956110131335254,3.252800536076119,10.553547762766835
AI661453,0.11412396822124732,1.7660844086588838,4.849276159321351
AI846148,0.6119651730048367,166.5669640231659,193.81618248123584
AU019823,0.5700736179476171,1.28703602991052,3.4630115903621568
AU022252,1.0100316592909875,20.5268644326996,55.58722542184656
AU040320,0.0543738768438408,0.08835097417599688,1.8175839361983084
AW549877,0.7517222001957644,0.698929337107026,6.577216225502501
Aacs,0.4185988181307539,154.99726660830396,194.06909723128842
Aagab,0.6296176011121757,1.4452371543164562,4.0494210469072724
Aak1,0.21482066902969657,1.3017371114147818,4.437681488528404
Aamp,3.8411338512828435,114.97059589011157,369.84780888336064
Aard,0.20262531770256337,0.36976774775142546,3.3492431468547186
Aars,1.886938878096345,6.086683294522048,40.38387734216517
Aars2,1.0558591726296547,1.9189909652972383,2.817892244116965
Aarsd1,0.7798211930877523,1.8101719104196543,11.486519138788022
Aasdhppt,1.1486821192392158,4.715474899972266,20.937219822960298
Aatf,0.7379177497096784,1.2443603866759132,5.673539800192326
Abca1,0.004937048156454213,0.17403745455629324,4.223990885441603
Abca3,0.004653034680158369,0.3682459462830877,8.737473178597003
Abca5,0.04051730330088666,5.495577028260043,10.523397536417097
Abca7,0.2516772162662392,3.348664104725235,4.772985628332981
Abcb10,1.8164109924879301,0.9355404755290299,4.272466747922766
Abcb6,0.3093657249250312,0.5297374262036691,2.27130866896719
Abcb8,0.3834123130825085,2.2904276753519093,5.490935696638615
Abcc1,0.5526243720482054,2.8133408797600286,9.902868751504855
Abcc10,0.7587140379285293,312.6333646118863,419.66425939507286
Abcc4,0.8348299108938573,44.36422428203952,64.76935871535308
Abcc5,1.0456338074689744,33.62546979710646,89.14814236710946
Abcd4,0.5292720937319982,7.08876761279209,25.206445198136915
Abce1,0.9106829490414818,3.332143607642572,17.734421465287884
Abcf1,2.6032437956569514,11.599670533781147,43.76108111136675
Abcf2,1.6733015888904825,7.547985140871147,20.05723294866853
Abcf3,0.5545861691302068,2.586850685835531,15.801726459459408
Abcg2,0.49928839791565915,119.00567966835675,132.81102788690862
Abhd11,0.6968426824266082,1.07064754254682,3.9952337766640826
Abhd12,0.892110625860397,111.5189880406155,118.84012284056644
Abhd13,0.05055718818777188,0.19810068939217973,1.8912987802290238
Abhd16a,0.6106073290806023,2.174290563375742,2.3305566931718835
Abhd4,0.46025388480698415,0.6484329891952654,3.0972579550791752
Abhd5,0.4707757978692943,45.49540574891563,57.076013293199566
Abhd6,0.2809567775775115,1.6029899417244708,7.35748452758778
Abhd8,0.05518544886907557,0.2975579031974917,1.73039804306319
Abi1,2.0546015246840037,50.58278231910869,102.45499278898313
Abl2,0.38894851416121756,0.48674810578506605,4.324943417567421
Ablim1,1.1380961234238638,4.988553640722649,19.648608397892215
Abr,0.6553280970060501,1.4986207156931068,10.618954624097402
Abtb1,0.423942229844195,2.281035252962204,5.7529458971617995
Abtb2,0.06071845565465358,1.2345341737391955,3.1848981818154845
Acaa2,0.3315762096930044,50.265833614860234,82.73369005429612
Acad11,0.15894810836572973,63.14502981841397,97.22844587615717
Acad12,0.18061416663413746,145.36496037500947,187.74708373982568
Acad8,0.33921432865918427,18.443279501675555,41.887131841003324
Acad9,0.2524144670736913,0.34440089459436996,2.4689764824166294
Acadl,0.9181225241131791,5.545875406969212,10.00000566652783
Acadm,1.3587974202406647,6.264201120344907,12.235488066945424
Acads,1.0662660042296899,2.446090275872057,13.46536680901106
Acadsb,0.6977728635409943,107.50435032295415,124.86466285272537
Acap1,0.021681132411123072,0.1359122070581067,1.5393764878665834
Acat1,0.348957022084567,4.978720254836064,10.67270128033946
Acat2,2.37895997756518,253.16350766957981,407.423603882165
Acbd3,0.21940226849731526,1.6858787299631899,14.473303736004413
Acbd6,0.6250118261687138,3.3806039127773286,11.960728065506453
Acbd7,0.2672818491773389,46.753312704990776,50.604264584425735
Accs,0.12495458545424454,13.308857922855687,20.588000828872975
Acd,0.5171406676430785,0.8774886997858694,4.173166839676623
Acer2,0.031028761137215713,0.38232350545816746,12.29600012765433
Acer3,0.11075883552524947,0.684538101555786,1.995910754113122
Acin1,2.0500797264502255,4.881804738268834,36.75389039653226
Acly,0.6687941369116635,1.6725683698808285,13.191623721503554
Aco2,2.2991889641293226,4.30334294991691,7.225304893532505
Acot1,0.01488232210252947,0.1449462595413985,1.0661481575337122
Acot11,0.026104057347386224,0.7977340257646686,3.379904067823864
Acot13,0.04377274638724688,0.13928024407118644,3.4833197275473884
Acot7,0.3482475549402605,0.6737009535754347,4.367353428653823
Acot8,0.4012272889967166,1.5174028718755683,7.1665219505426805
Acoxl,0.028358949552245827,0.7883937968848171,4.470220195031041
Acp2,0.11200969789541514,0.8173940249775177,2.5747284205667182
Acp5,0.2887803114886822,0.3189842746997385,1.0
Acp6,0.6005404015091098,0.39419960424879724,5.653177869174147
Acrbp,0.11176651118137321,5.052366603200467,11.324362849095209
Acsbg1,0.018563900658799943,1.346724044597301,4.740418684520992
Acsf2,0.3059936424106311,63.16237064039656,103.57970813545766
Acsl1,0.5609091741755986,2.2772916449929115,12.855271945826146
Acsl3,0.5738309066066576,0.8069771312838039,3.7984382050878818
Acsl5,0.09420589461634342,0.7730703162974666,5.050837819107617
Acss1,0.19100473607908544,1.153545150986381,1.9897138343206537
Actl6a,1.24913142383408,3.2010590613545413,15.311222571217074
Actn1,2.5024519469035544,26.524549630123555,82.57063322679608
Actn4,0.9200279768827597,1.837739963411399,23.891791571853727
Actr10,1.2808255824022234,4.867224590756445,22.75870403813567
Actr1a,1.003609463339828,36.27643282282212,51.52383493015548
Actr1b,0.8529554837561956,27.257056725320165,42.280641633698686
Actr5,0.26922888182473126,1.6821454998935874,4.167141512372381
Actr6,0.30608839156561746,0.9276279718182711,5.981080508865905
Actr8,1.5164780025436804,223.40256244948682,253.63545293764784
Acvr2b,0.250526293842234,0.4688532823535135,3.727453322670694
Acyp1,0.3440786082751463,3.0410007606434357,6.740641997357838
Ada,0.21326043560778765,43.87669552767319,66.17882967512026
Adal,0.15384465185438007,0.21273335435493265,1.0
Adam10,0.162283363183676,1.4585137685354392,4.727472373904284
Adam19,0.6992438138265786,3.464130899746083,7.51282226805617
Adam1a,0.0071578543548053725,0.21460756219361218,4.660340898060168
Adam23,0.5366384839592041,106.99036519026996,165.74855274486453
Adamts10,0.0360416864148948,12.369521780137575,30.821552060602272
Adamts2,0.003555880583045884,0.15758606658360144,1.9318671330630501
Adamts7,0.0205657020887643,0.2115504368931604,1.5059192235751013
Adamtsl1,0.04498332852617448,0.32754821880246093,1.692248880427309
Adamtsl4,0.03672451765042504,0.11599516364618086,1.0
Adap1,0.33134118750841923,4.534253300650558,9.798421785973858
Adar,0.08669576224608272,0.09202177301644125,1.6447934456554878
Adarb1,0.12392254053442178,2.3001735541745703,8.26828091548123
Adat1,0.2945261928632997,57.516328017556454,78.59906287843825
Adat2,0.3642896330676577,2.3480946109519714,10.269236953207864
Adck1,0.2986794142103711,3.463134789273145,4.380100604356146
Adck5,0.08291686031034792,0.10646779808265819,6.850396445513283
Adcy6,0.05696166125859806,0.9891205197265341,1.0
Adcy9,0.05431235626626108,1.2418838821673617,8.424846041606882
Add1,1.3787689152121947,186.402901553832,199.96892878997343
Adh1,0.019574807974811745,0.8279027636882567,2.309391899496636
Adh5,1.9271470272531133,2.5614209057221586,23.657040699879115
Adh7,0.003554777156669899,0.15752414725001065,1.9317446658605233
Adhfe1,0.11242054414406968,2.1598208959348315,6.108086599370563
Adipor1,0.8426762935983337,0.9439840421607401,5.069625671229115
Adipor2,0.7820672833384897,3.433801870772567,24.695013933792627
Adk,0.8117572823356556,4.248750072546886,18.33413442809281
Adnp,0.17874280199629097,0.4680025363020414,9.646217345474579
Adnp2,0.17790186838027208,0.33943596416235766,1.4700335789066121
Adpgk,1.3602361408915131,1.916308112589878,2.875012268382905
Adprhl2,0.4928218155363606,3.8668301833825844,8.750903211776802
Adrb2,0.04456261225048494,0.4653746680227208,1.0
Adrb3,0.22548723758120975,14.778972590858668,23.772874365707487
Adrbk1,0.5898853027350375,2.6054625382197547,3.334815741211587
Adsl,0.5380991747574514,2.212267983450569,12.812772194961155
Adssl1,0.09593550360659467,0.5050162472473783,1.0
Aebp2,0.5424774070199487,2.6977123770679503,6.387863770713339
Aen,0.2973663769798991,0.6040294739319135,6.380020249316157
Aes,1.43282997029631,1.4417162891698154,7.321783432976356
Aff1,0.2742787188716986,0.266060925311326,10.382682217895262
Aff4,0.5357183771110169,4.161644621781555,22.676552942340837
Afg3l2,1.0043605488696812,1.5164010381486286,9.009710650527834
Afmid,0.4748893420958429,16.41714603740502,34.851171405622594
Aftph,0.6218587541038296,57.32560494881556,60.48221660657555
Agap3,0.07436843246886161,1.6346599149474736,10.678916381771023
Agbl5,0.08362190924414817,1.601183363925165,6.7396347090889535
Agfg1,0.9301274939012455,3.2120009900353694,8.075006437254675
Agfg2,0.24526125343074873,1.818843962598673,2.6793653698907867
Aggf1,0.8077949600001672,2.022694057857865,8.745564701169998
Agpat2,0.663374732769874,3.590189196970061,13.061237185458761
Agpat4,0.5869092732625281,4.233024605321997,16.354151532408558
Agpat5,0.2586433093632942,0.2638073803733358,3.1612051502143856
Agpat6,0.7500542060249906,3.87660077319797,12.695920486057695
Agps,1.1049970511413236,238.2492358463818,252.33182863593782
Agrn,1.362044750281776,66.44641282911884,114.74461703988149
Agtrap,1.6430961724891953,8.516491289293533,21.243947686941425
Ahctf1,0.6548512697394524,2.639085576725957,11.334824917511263
Ahdc1,0.19767656518441815,0.714045656878312,3.6868789426921764
Ahi1,0.121213762745698,4.656345666277517,9.17919975746573
Ahnak,2.0393633995936207,362.0104875926374,855.9249299340306
Ahsa2,0.048403723985658106,0.2528592500694755,2.1078694091940124
Aifm2,0.47304868168296893,6.707843725869779,8.7017807861401
Aig1,0.14040106980595185,0.7694233252666859,1.761136899397219
Aim2,0.25518251639728656,0.8284696695259963,12.719366231050547
Aimp1,1.233473648619859,2.1774844388930936,9.009746631764695
Aimp2,0.4506544241830589,1.0261421017801464,11.56013974764241
Aip,0.47095648387935185,1.5882662962384364,4.978476483227009
Ak2,1.8595496676144114,1.2114940827660543,23.38220998097691
Ak4,0.26351386577164293,0.2698060675965832,4.242742420645876
Akap12,2.5797803835744393,7.081428968582276,38.0234512129621
Akap13,1.1537312310389276,186.63145526905404,190.01864013325448
Akap2,2.9337205345110564,252.2886594938331,476.14005621943505
Akap7,0.7328282127459449,8.214892360161665,11.005652892112114
Akap8,1.9598791410105836,2.7075926881499965,15.527646571163858
Akap9,0.926135935321012,1.2836856383731696,11.337154464815235
Akirin1,0.14576403900864726,0.21419980316814613,6.799218424132019
Akirin2,0.8821011100639479,154.63987367581421,192.22918249728124
Akr1b8,0.14861482697676923,53.30069322261489,90.20936712905282
Akr7a5,0.09450686973621421,0.10918410828060851,1.8000086574333976
Akt1,0.18255516920248346,61.20640304102469,108.5665248854291
Akt1s1,0.05731588962303873,0.03949247346875232,1.6703345356910195
Akt3,0.06720360952837975,1.246726936712478,3.1903388375379866
Alas1,1.317965099902382,64.50088951357723,77.17386530019111
Alcam,0.01612801754440273,1.3791729605919536,6.638688634527082
Aldh16a1,0.44581480040833166,0.8146328544145313,4.8754266079931865
Aldh18a1,0.8353596305560484,0.8276646759592815,12.674478341656592
Aldh1b1,0.10797555718040064,0.47184656593858276,2.5183339844431116
Aldh2,1.280151394202801,4.655833297157164,18.932492723604877
Aldh3b1,0.043783275725042835,54.49495873193479,132.7776957799909
Aldh7a1,0.8730925149791282,0.7698831963545878,6.514639642482085
Aldh9a1,1.2025492707621184,2.5213632769881,18.01174058516706
Aldoa,2.5514348858714206,4.147757874453612,119.70382903833962
Aldoart2,4.0918326716643225,0.023354480568587965,1.0
Alg1,0.2196702143875272,0.6679941674970097,1.8511798950575031
Alg10b,0.19171450167793605,1.999618063041728,2.827860124597448
Alg14,0.692044913604118,209.39766606555924,211.54866759330147
Alg3,0.40484251005964256,2.4975037892388414,9.057225398907542
Alg6,0.6603934453345005,86.96143314456893,173.7305086660108
Alkbh1,1.4997810097750919,179.3795000438204,180.49148049680508
Alkbh2,1.1912926572007536,6.368640421891172,13.3047212535203
Alkbh3,0.8612907397758989,20.76842929457285,26.168768507005616
Alkbh6,1.1326332817874938,5.322202736823701,13.521290205356244
Alox12,0.1670850212483041,0.9397165993654761,1.0
Alpl,1.3267801741116996,0.9793117499159444,8.001453933014776
Als2,0.40536202922898573,7.297827091894059,9.712555968188026
Als2cl,0.10208229022223668,7.898566330387595,28.55096094054748
Amacr,0.071355973966274,0.07909830695863905,1.612291506457328
Ambp,0.018560255251177132,1.3463370695868055,4.739823522949366
Ambra1,0.15490699981985398,1.0456909201198277,3.607390751474675
Amdhd2,0.7572952920625693,1.3983928998557622,11.472359312761377
Amfr,0.06728757240743145,0.7287935538844557,1.7638597934156834
Amotl1,0.3142819715824644,20.636813522148003,45.0185696204659
Ampd2,0.4867440405309641,0.974655082275078,3.331786641934819
Amph,0.06791487253086101,0.2326140668506454,1.0
Amt,0.7743487704203857,5.779162938210466,6.705994793213657
Amz1,0.006163726994564113,0.4156459567104732,3.7278696571304692
Amz2,0.5728793955519451,74.58785445480282,91.83059921042575
Anapc1,0.5418363518482856,33.6855693931771,72.20979987071458
Anapc16,0.593942612072959,1.347761986060828,7.778648113106581
Anapc2,1.761701674498352,2.64564143879454,6.6332713285284495
Anapc5,1.524083109462278,1.2860736100684866,15.595465245210198
Anapc7,0.3002283749749983,0.7780941858799423,13.286042239086889
Ankhd1,0.5527302449377305,0.7117174831533816,15.491078380314544
Ankib1,0.15073786079389045,25.177023444649848,43.49285714638537
Ankra2,0.31700518371330727,0.7583031697219383,5.093801644046919
Ankrd10,0.983597583506128,2.3779144214869565,20.070470253693255
Ankrd11,1.0117444725480809,1.0584472400845797,18.392137664642906
Ankrd12,0.3317816604974867,0.9824406381939103,5.9543205483875195
Ankrd13a,0.5565131544261213,1.187817292460092,3.740170545822926
Ankrd17,1.7163707902818528,4.391050355806499,17.45753968385042
Ankrd24,0.1231784236975776,5.075426240285874,13.173587673657996
Ankrd26,0.6429822125936806,5.208837581648395,8.709686902986787
Ankrd27,0.378427047782293,0.9334285555078168,5.36544234218263
Ankrd28,0.15647640490247233,0.7651757493427553,4.930617266125831
Ankrd32,0.02455982239331322,0.06246871502013272,3.7812920199476934
Ankrd33b,0.06708837766922619,0.36335097787657,1.0
Ankrd35,0.2064033267108655,0.8342965953384281,3.9924347921833885
Ankrd37,0.31780377614394295,1.0137443854216113,4.286592387524165
Ankrd39,0.008558673611702547,0.0730850523697711,1.5560138371533048
Ankrd40,0.8146941489111926,102.53361904254928,102.87683512154945
Ankrd42,0.11380308427473615,69.29912308876132,99.58963102635528
Ankrd54,0.13181337337366536,0.46642546188534134,2.0729967957220894
Ankrd6,0.06804682551594464,0.3636874043560831,1.0
Ankrd9,0.17494264547908608,2.8846605619592234,7.905090458232335
Anks1,0.04973040143837061,0.9573146871066784,7.9634209464614365
Anks3,0.31901892140455623,2.7026964852211623,5.844593344924623
Ankzf1,0.46400126611628356,21.04702299609424,66.23264894371744
Anln,0.7710567786388915,27.209286557062995,60.474771582223376
Ano1,0.029501680962212787,0.6147013828719761,3.7275190318457487
Ano6,0.35883163686384617,2.3508064191920943,3.9353797478141104
Anp32a,2.078745824953052,4.690957046402953,73.35584264071109
Anp32b,2.053600854582415,281.2356311550911,520.4998339599159
Anp32e,0.5360590938848114,1.4491846755004174,31.92645126965043
Antxr1,0.006164207626263395,0.4156500915470907,3.727828819932332
Anxa1,0.061840351231296914,1.6617409967932786,4.494136813164447
Anxa2,0.14028867428979955,0.35225349184414106,4.457582614165323
Anxa3,0.037170997157137425,0.6001518281582281,4.116585020689596
Anxa4,0.3238405383451571,0.7434667592996944,2.57143945191222
Anxa5,0.6212727329386208,87.26460574480879,97.04606122266836
Anxa7,1.434615849760891,3.2375347873709157,10.285676710669117
Anxa8,0.0649790291711006,2.8560608894983535,11.554272600145772
Aox1,0.020718759972418708,0.44805017282521925,1.0
Aox3,0.016882476273794203,1.382066597150595,6.6444816852397475
Ap1b1,0.8524867518848941,62.92760264614873,68.01465001238383
Ap1m2,0.07141807689587025,3.322744231235341,7.544249299463882
Ap1s1,0.8290347633383927,5.114414274794196,15.557614787266143
Ap2a1,0.7704453712574237,6.172825122424039,12.051759108126136
Ap2b1,0.9655560317060167,2.876988799809869,12.070239207108466
Ap2m1,0.20565539294495025,0.3368882284166434,6.545293574174882
Ap2s1,0.8625110445595646,3.002822477075538,11.492939742589304
Ap3b1,0.7160788086790868,166.96401209175005,216.15900933202298
Ap3d1,1.3024667868791693,1.8490882838789746,15.443414924508069
Ap3m1,1.078556803736922,1.0255282878675938,1.9278175283015229
Ap3m2,0.0543654907566459,51.589095752385006,123.09506853776561
Ap3s1,0.06230640353041951,0.9959204697367378,1.0
Ap3s2,0.8134810134981201,36.06731404352855,67.05333288987632
Ap4b1,0.354865559494599,71.45715820847141,108.83539318211118
Ap4e1,0.2398980962917213,3.8447173674661688,6.555750666397694
Ap4s1,0.020316244948730185,0.21154676575000556,1.5060215085151691
Apaf1,0.7911630787319616,6.709498092695473,13.5179408478125
Apba3,1.1132045159342787,1.6536620686562176,2.167949902084998
Apc,1.00049341010379,33.238851828743684,43.28402589904291
Apcdd1,0.05660131770159418,56.668965783790824,136.92163796300173
Api5,0.6070880275248111,0.9060516926057325,5.584543665461819
