Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
NM_029663	RefSeq	MGI:1913906	Eef1d	eukaryotic translation elongation factor 1 delta	protein coding gene	ENSMUSG00000055762
NM_025412	RefSeq	MGI:1913444	Pycr3	pyrroline-5-carboxylate reductase 3	protein coding gene	ENSMUSG00000022571
NM_031201	RefSeq	MGI:98857	Gfus	GDP-L-fucose synthase	protein coding gene	ENSMUSG00000022570
NM_001003918	RefSeq	MGI:2182061	Usp7	ubiquitin specific peptidase 7	protein coding gene	ENSMUSG00000022710
NM_007930	RefSeq	MGI:109610	Enc1	ectodermal-neural cortex 1	protein coding gene	ENSMUSG00000041773
NM_178143	RefSeq	MGI:1336173	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	protein coding gene	ENSMUSG00000028518
NM_013720	RefSeq	MGI:1352483	Mga	MAX gene associated	protein coding gene	ENSMUSG00000033943
NM_172265	RefSeq	MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	protein coding gene	ENSMUSG00000003235
NM_007889	RefSeq	MGI:108100	Dvl3	dishevelled segment polarity protein 3	protein coding gene	ENSMUSG00000003233
NM_013790	RefSeq	MGI:1351644	Abcc5	ATP-binding cassette, sub-family C member 5	protein coding gene	ENSMUSG00000022822
NM_025880	RefSeq	MGI:1914226	2410002F23Rik	RIKEN cDNA 2410002F23 gene	protein coding gene	ENSMUSG00000045411
NR_028534	RefSeq	MGI:3819561	Snord88c	small nucleolar RNA, C/D box 88C	snoRNA gene	ENSMUSG00000118729
NR_028533	RefSeq	MGI:3819560	Snord88a	small nucleolar RNA, C/D box 88A	snoRNA gene	ENSMUSG00000119643
NM_001034115	RefSeq	MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	protein coding gene	ENSMUSG00000038738
NR_029436	RefSeq	MGI:1917254	1700028J19Rik	RIKEN cDNA 1700028J19 gene	protein coding gene	ENSMUSG00000038782
NM_001195034	RefSeq	MGI:3644563	Acp4	acid phosphatase 4	protein coding gene	ENSMUSG00000012777
NM_009131	RefSeq	MGI:1298219	Clec11a	C-type lectin domain family 11, member a	protein coding gene	ENSMUSG00000004473
NM_020052	RefSeq	MGI:1928765	Scube2	signal peptide, CUB domain, EGF-like 2	protein coding gene	ENSMUSG00000007279
NM_021889	RefSeq	MGI:1926373	Syt9	synaptotagmin IX	protein coding gene	ENSMUSG00000062542
NM_020520	RefSeq	MGI:1928738	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	protein coding gene	ENSMUSG00000032602
NM_001177902	RefSeq	MGI:2140750	Zfp518b	zinc finger protein 518B	protein coding gene	ENSMUSG00000046572
NM_001166416	RefSeq	MGI:1917458	Med23	mediator complex subunit 23	protein coding gene	ENSMUSG00000019984
NM_199157	RefSeq	MGI:2683287	Ifnk	interferon kappa	protein coding gene	ENSMUSG00000042993
NM_178061	RefSeq	MGI:2664539	Mob3b	MOB kinase activator 3B	protein coding gene	ENSMUSG00000073910
NM_001034059	RefSeq	MGI:3588225	Ccdc160	coiled-coil domain containing 160	protein coding gene	ENSMUSG00000073207
NR_029853	RefSeq	MGI:3619370	Mir363	microRNA 363	miRNA gene	ENSMUSG00000070106
NR_029748	RefSeq	MGI:3619438	Mir92-2	microRNA 92-2	miRNA gene	ENSMUSG00000065613
NR_029715	RefSeq	MGI:2676868	Mir19b-2	microRNA 19b-2	miRNA gene	ENSMUSG00000065473
NR_030273	RefSeq	MGI:3618748	Mir20b	microRNA 20b	miRNA gene	ENSMUSG00000076041
NR_030548	RefSeq	MGI:3718454	Mir18b	microRNA 18b	miRNA gene	ENSMUSG00000077111
NR_029657	RefSeq	MGI:3619120	Mir106a	microRNA 106a	miRNA gene	ENSMUSG00000065456
NR_003188	RefSeq	MGI:3617487	Kis2	Kaplan integration site 2	lncRNA gene	ENSMUSG00000086173
NM_007855	RefSeq	MGI:104685	Twist2	twist basic helix-loop-helix transcription factor 2	protein coding gene	ENSMUSG00000007805
NM_172298	RefSeq	MGI:2442819	Tshz3	teashirt zinc finger family member 3	protein coding gene	ENSMUSG00000021217
NM_009763	RefSeq	MGI:105370	Bst1	bone marrow stromal cell antigen 1	protein coding gene	ENSMUSG00000029082
NM_001159963	RefSeq	MGI:2152883	Fbxl5	F-box and leucine-rich repeat protein 5	protein coding gene	ENSMUSG00000039753
NM_010601	RefSeq	MGI:1341723	Kcnh3	potassium voltage-gated channel, subfamily H (eag-related), member 3	protein coding gene	ENSMUSG00000037579
NR_045627	RefSeq	MGI:1920850	1700120C14Rik	RIKEN cDNA 1700120C14 gene	lncRNA gene	ENSMUSG00000100599
NM_001164156	RefSeq	MGI:1858420	Mcrs1	microspherule protein 1	protein coding gene	ENSMUSG00000037570
NM_011742	RefSeq	MGI:99154	Zfp1	zinc finger protein 1	protein coding gene	ENSMUSG00000055835
NM_008402	RefSeq	MGI:96608	Itgav	integrin alpha V	protein coding gene	ENSMUSG00000027087
NR_040412	RefSeq	MGI:3705197	Gm15471	predicted gene 15471	lncRNA gene	ENSMUSG00000084997
NM_026193	RefSeq	MGI:1337130	Ap4b1	adaptor-related protein complex AP-4, beta 1	protein coding gene	ENSMUSG00000032952
NM_008979	RefSeq	MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	protein coding gene	ENSMUSG00000027843
NM_010432	RefSeq	MGI:1314873	Hipk1	homeodomain interacting protein kinase 1	protein coding gene	ENSMUSG00000008730
NM_133865	RefSeq	MGI:2156057	Dclre1b	DNA cross-link repair 1B	protein coding gene	ENSMUSG00000027845
NM_007914	RefSeq	MGI:1270840	Ehf	ets homologous factor	protein coding gene	ENSMUSG00000012350
NM_001037923	RefSeq	MGI:3645902	Lekr1	leucine, glutamate and lysine rich 1	protein coding gene	ENSMUSG00000074579
NR_035452	RefSeq	MGI:3836967	Mir1931	microRNA 1931	miRNA gene	ENSMUSG00000089214
NM_175164	RefSeq	MGI:1918552	Arhgap26	Rho GTPase activating protein 26	protein coding gene	ENSMUSG00000036452
NM_175164	RefSeq	MGI:1918552	Arhgap26	Rho GTPase activating protein 26	protein coding gene	ENSMUSG00000118193
NM_010197	RefSeq	MGI:95515	Fgf1	fibroblast growth factor 1	protein coding gene	ENSMUSG00000036585
NM_031166	RefSeq	MGI:99414	Id4	inhibitor of DNA binding 4	protein coding gene	ENSMUSG00000021379
NR_045162	RefSeq	MGI:2443792	A330048O09Rik	RIKEN cDNA A330048O09 gene	lncRNA gene	ENSMUSG00000097326
NM_011979	RefSeq	MGI:1347055	Vnn3	vanin 3	protein coding gene	ENSMUSG00000020010
NR_037680	RefSeq	MGI:3819501	Snora33	small nucleolar RNA, H/ACA box 33	snoRNA gene	ENSMUSG00000070063
NR_037681	RefSeq	MGI:3819514	Snord100	small nucleolar RNA, C/D box 100	snoRNA gene	ENSMUSG00002076971
NM_011295	RefSeq	MGI:98105	Rps12	ribosomal protein S12	protein coding gene	ENSMUSG00000061983
NM_011104	RefSeq	MGI:97599	Prkce	protein kinase C, epsilon	protein coding gene	ENSMUSG00000045038
NM_024174	RefSeq	MGI:1928138	Mrps23	mitochondrial ribosomal protein S23	protein coding gene	ENSMUSG00000023723
NM_001024703	RefSeq	MGI:2685335	Mctp2	multiple C2 domains, transmembrane 2	protein coding gene	ENSMUSG00000032776
NM_001007571	RefSeq	MGI:1289231	D8Ertd738e	DNA segment, Chr 8, ERATO Doi 738, expressed	protein coding gene	ENSMUSG00000019362
NM_026423	RefSeq	MGI:1915123	Mri1	methylthioribose-1-phosphate isomerase 1	protein coding gene	ENSMUSG00000004996
NM_026350	RefSeq	MGI:1914986	Yju2b	YJU2 splicing factor homolog B	protein coding gene	ENSMUSG00000004994
NM_025286	RefSeq	MGI:1333844	Slc31a2	solute carrier family 31, member 2	protein coding gene	ENSMUSG00000066152
NM_175090	RefSeq	MGI:1333843	Slc31a1	solute carrier family 31, member 1	protein coding gene	ENSMUSG00000066150
NM_001004152	RefSeq	MGI:1891354	Psg22	pregnancy-specific beta-1-glycoprotein 22	protein coding gene	ENSMUSG00000044903
NR_024208	RefSeq	MGI:1098279	Sycp1-ps1	synaptonemal complex protein 1, pseudogene 1	pseudogene	ENSMUSG00000109116
NM_011964	RefSeq	MGI:1347252	Psg19	pregnancy specific beta-1-glycoprotein 19	protein coding gene	ENSMUSG00000004542
NM_033077	RefSeq	MGI:91842	D1Pas1	DNA segment, Chr 1, Pasteur Institute 1	protein coding gene	ENSMUSG00000039224
NM_008868	RefSeq	MGI:106638	Pla2g2c	phospholipase A2, group IIC	protein coding gene	ENSMUSG00000028750
NM_178671	RefSeq	MGI:2443123	Ubxn10	UBX domain protein 10	protein coding gene	ENSMUSG00000043621
NM_026637	RefSeq	MGI:95700	Ggct	gamma-glutamyl cyclotransferase	protein coding gene	ENSMUSG00000002797
NM_008229	RefSeq	MGI:1097691	Hdac2	histone deacetylase 2	protein coding gene	ENSMUSG00000019777
NM_001101560	RefSeq	MGI:3646757	Cldn20	claudin 20	protein coding gene	ENSMUSG00000091530
NR_045303	RefSeq	MGI:1915480	1700102H20Rik	RIKEN cDNA 1700102H20 gene	lncRNA gene	ENSMUSG00000116852
NM_146074	RefSeq	MGI:2146851	Tfb1m	transcription factor B1, mitochondrial	protein coding gene	ENSMUSG00000036983
NR_040761	RefSeq	MGI:1926023	4930511E03Rik	RIKEN cDNA 4930511E03 gene	lncRNA gene	ENSMUSG00000108187
NM_001081178	RefSeq	MGI:2182928	Adgrf5	adhesion G protein-coupled receptor F5	protein coding gene	ENSMUSG00000056492
NM_026984	RefSeq	MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	protein coding gene	ENSMUSG00000029004
NR_040469	RefSeq	MGI:1923227	5031425E22Rik	RIKEN cDNA 5031425E22 gene	lncRNA gene	ENSMUSG00000073147
NM_172133	RefSeq	MGI:2663075	Adap2	ArfGAP with dual PH domains 2	protein coding gene	ENSMUSG00000020709
NM_028019	RefSeq	MGI:1919206	Rnf135	ring finger protein 135	protein coding gene	ENSMUSG00000020707
NM_001171001	RefSeq	MGI:1921590	Ahcyl2	S-adenosylhomocysteine hydrolase-like 2	protein coding gene	ENSMUSG00000029772
NM_001030292	RefSeq	MGI:2675209	Kcnk15	potassium channel, subfamily K, member 15	protein coding gene	ENSMUSG00000035238
NM_011802	RefSeq	MGI:1346017	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	protein coding gene	ENSMUSG00000015357
NM_001111145	RefSeq	MGI:2685360	Ubap1l	ubiquitin-associated protein 1-like	protein coding gene	ENSMUSG00000086228
NM_028974	RefSeq	MGI:1921742	Kbtbd13	kelch repeat and BTB (POZ) domain containing 13	protein coding gene	ENSMUSG00000054978
NM_019642	RefSeq	MGI:98085	Rpn2	ribophorin II	protein coding gene	ENSMUSG00000027642
NM_011249	RefSeq	MGI:103300	Rbl1	RB transcriptional corepressor like 1	protein coding gene	ENSMUSG00000027641
NM_145976	RefSeq	MGI:2385852	Tifab	TRAF-interacting protein with forkhead-associated domain, family member B	protein coding gene	ENSMUSG00000049625
NM_010896	RefSeq	MGI:107754	Neurog1	neurogenin 1	protein coding gene	ENSMUSG00000048904
NR_030699	RefSeq	MGI:2444702	A630072M18Rik	RIKEN cDNA A630072M18 gene	lncRNA gene	ENSMUSG00000101013
NM_001080977	RefSeq	MGI:3036237	Rsbn1l	round spermatid basic protein 1-like	protein coding gene	ENSMUSG00000039968
NM_008314	RefSeq	MGI:96283	Htr5a	5-hydroxytryptamine (serotonin) receptor 5A	protein coding gene	ENSMUSG00000039106
NM_018878	RefSeq	MGI:1890430	Paxip1	PAX interacting (with transcription-activation domain) protein 1	protein coding gene	ENSMUSG00000002221
NR_028532	RefSeq	MGI:3819554	Snord71	small nucleolar RNA, C/D box 71	snoRNA gene	ENSMUSG00000077549
NM_022996	RefSeq	MGI:1929601	Ndfip1	Nedd4 family interacting protein 1	protein coding gene	ENSMUSG00000024425
NM_011937	RefSeq	MGI:1347054	Gnpda1	glucosamine-6-phosphate deaminase 1	protein coding gene	ENSMUSG00000052102
NR_045052	RefSeq	MGI:5012372	Gm20187	predicted gene, 20187	lncRNA gene	
NM_001029890	RefSeq	MGI:1919890	Mex3a	mex3 RNA binding family member A	protein coding gene	ENSMUSG00000074480
NM_033526	RefSeq	MGI:2150152	Ubqln4	ubiquilin 4	protein coding gene	ENSMUSG00000008604
NM_025448	RefSeq	MGI:1913506	Ssr2	signal sequence receptor, beta	protein coding gene	ENSMUSG00000041355
NM_001198911	RefSeq	MGI:103264	Arhgef2	Rho/Rac guanine nucleotide exchange factor 2	protein coding gene	ENSMUSG00000028059
NM_008487	RefSeq	MGI:103264	Arhgef2	Rho/Rac guanine nucleotide exchange factor 2	protein coding gene	ENSMUSG00000028059
NM_001198912	RefSeq	MGI:103264	Arhgef2	Rho/Rac guanine nucleotide exchange factor 2	protein coding gene	ENSMUSG00000028059
NR_035434	RefSeq	MGI:3811408	Mir1905	microRNA 1905	miRNA gene	ENSMUSG00000084728
NM_016899	RefSeq	MGI:1858203	Rab25	RAB25, member RAS oncogene family	protein coding gene	ENSMUSG00000008601
NM_031248	RefSeq	MGI:1932697	Lamtor2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	protein coding gene	ENSMUSG00000028062
NM_027084	RefSeq	MGI:1916703	Prss56	serine protease 56	protein coding gene	ENSMUSG00000036480
NM_021600	RefSeq	MGI:87893	Chrnd	cholinergic receptor, nicotinic, delta polypeptide	protein coding gene	ENSMUSG00000026251
NM_009604	RefSeq	MGI:87895	Chrng	cholinergic receptor, nicotinic, gamma polypeptide	protein coding gene	ENSMUSG00000026253
NM_028889	RefSeq	MGI:1921607	Efhd1	EF hand domain containing 1	protein coding gene	ENSMUSG00000026255
NM_183171	RefSeq	MGI:2670976	Fez1	fasciculation and elongation protein zeta 1	protein coding gene	ENSMUSG00000032118
NM_008408	RefSeq	MGI:105124	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	protein coding gene	ENSMUSG00000032116
NM_177594	RefSeq	MGI:2442842	Mtmr9	myotubularin related protein 9	protein coding gene	ENSMUSG00000035078
NM_010887	RefSeq	MGI:1343135	Ndufs4	NADH:ubiquinone oxidoreductase core subunit S4	protein coding gene	ENSMUSG00000021764
NM_133895	RefSeq	MGI:2140796	Slc15a4	solute carrier family 15, member 4	protein coding gene	ENSMUSG00000029416
NM_010057	RefSeq	MGI:101927	Dlx6	distal-less homeobox 6	protein coding gene	ENSMUSG00000029754
NR_002839	RefSeq	MGI:1195963	Dlx6os2	distal-less homeobox 6, opposite strand 2	antisense lncRNA gene	ENSMUSG00000094868
NM_010056	RefSeq	MGI:101926	Dlx5	distal-less homeobox 5	protein coding gene	ENSMUSG00000029755
NM_001166728	RefSeq	MGI:3647849	Vmn1r1	vomeronasal 1 receptor 1	protein coding gene	ENSMUSG00000091013
NM_011448	RefSeq	MGI:98371	Sox9	SRY (sex determining region Y)-box 9	protein coding gene	ENSMUSG00000000567
NM_010446	RefSeq	MGI:1347476	Foxa2	forkhead box A2	protein coding gene	ENSMUSG00000037025
NM_153566	RefSeq	MGI:2387201	Yrdc	yrdC domain containing (E.coli)	protein coding gene	ENSMUSG00000028889
NM_001256432	RefSeq	MGI:3586824	Epha10	Eph receptor A10	protein coding gene	ENSMUSG00000028876
NM_001142727	RefSeq	MGI:1916170	1110065P20Rik	RIKEN cDNA 1110065P20 gene	protein coding gene	ENSMUSG00000078570
NM_001007573	RefSeq	MGI:2684896	Maneal	mannosidase, endo-alpha-like	protein coding gene	ENSMUSG00000042763
NM_001123327	RefSeq	MGI:2138986	Qser1	glutamine and serine rich 1	protein coding gene	ENSMUSG00000074994
NM_178695	RefSeq	MGI:2442211	Prrg4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	protein coding gene	ENSMUSG00000027171
NM_020570	RefSeq	MGI:1927345	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2	protein coding gene	ENSMUSG00000028933
NR_027380	RefSeq	MGI:3781398	Gm3219	predicted pseudogene 3219	pseudogene	ENSMUSG00000115431
NM_029389	RefSeq	MGI:1922948	Shld2	shieldin complex subunit 2	protein coding gene	ENSMUSG00000041471
NM_183278	RefSeq	MGI:1916384	Fam25a	family with sequence similarity 25, member A	protein coding gene	ENSMUSG00000043681
NM_001001932	RefSeq	MGI:2442192	Eea1	early endosome antigen 1	protein coding gene	ENSMUSG00000036499
NM_001205044	RefSeq	MGI:104813	Jarid2	jumonji and AT-rich interaction domain containing 2	protein coding gene	ENSMUSG00000038518
NM_001205043	RefSeq	MGI:104813	Jarid2	jumonji and AT-rich interaction domain containing 2	protein coding gene	ENSMUSG00000038518
NR_037569	RefSeq	MGI:1916420	Chaserr	CHD2 adjacent suppressive regulatory RNA	lncRNA gene	ENSMUSG00000101970
NM_009037	RefSeq	MGI:104559	Rcn1	reticulocalbin 1	protein coding gene	ENSMUSG00000005973
NM_010425	RefSeq	MGI:1347473	Foxd3	forkhead box D3	protein coding gene	ENSMUSG00000067261
NM_008567	RefSeq	MGI:1298227	Mcm6	minichromosome maintenance complex component 6	protein coding gene	ENSMUSG00000026355
NM_145507	RefSeq	MGI:2442544	Dars1	aspartyl-tRNA synthetase 1	protein coding gene	ENSMUSG00000026356
NM_008650	RefSeq	MGI:97239	Mmut	methylmalonyl-Coenzyme A mutase	protein coding gene	ENSMUSG00000023921
NM_027834	RefSeq	MGI:1918833	9130008F23Rik	RIKEN cDNA 9130008F23 gene	protein coding gene	ENSMUSG00000054951
NM_001145060	RefSeq	MGI:3647683	Glyatl3	glycine-N-acyltransferase-like 3	protein coding gene	ENSMUSG00000091043
NM_031863	RefSeq	MGI:1933744	Cenpq	centromere protein Q	protein coding gene	ENSMUSG00000023919
NM_030261	RefSeq	MGI:1922997	Sesn3	sestrin 3	protein coding gene	ENSMUSG00000032009
NM_153136	RefSeq	MGI:2385853	Nudt18	nudix hydrolase 18	protein coding gene	ENSMUSG00000045211
NM_194345	RefSeq	MGI:3036290	Fhip2b	FHF complex subunit HOOK interacting protein 2B	protein coding gene	ENSMUSG00000022095
NM_001252666	RefSeq	MGI:99670	Dmtn	dematin actin binding protein	protein coding gene	ENSMUSG00000022099
NM_008004	RefSeq	MGI:1202401	Fgf17	fibroblast growth factor 17	protein coding gene	ENSMUSG00000022101
NM_181345	RefSeq	MGI:1890811	Npm2	nucleophosmin/nucleoplasmin 2	protein coding gene	ENSMUSG00000047911
NM_133946	RefSeq	MGI:2141990	Nlrp6	NLR family, pyrin domain containing 6	protein coding gene	ENSMUSG00000038745
NM_145387	RefSeq	MGI:2444047	Pgghg	protein glucosylgalactosylhydroxylysine glucosidase	protein coding gene	ENSMUSG00000062031
NM_026820	RefSeq	MGI:1915963	Ifitm1	interferon induced transmembrane protein 1	protein coding gene	ENSMUSG00000025491
NM_001112715	RefSeq	MGI:1915963	Ifitm1	interferon induced transmembrane protein 1	protein coding gene	ENSMUSG00000025491
NM_053088	RefSeq	MGI:1934923	Ifitm5	interferon induced transmembrane protein 5	protein coding gene	ENSMUSG00000025489
NM_030694	RefSeq	MGI:1933382	Ifitm2	interferon induced transmembrane protein 2	protein coding gene	ENSMUSG00000060591
NM_025378	RefSeq	MGI:1913391	Ifitm3	interferon induced transmembrane protein 3	protein coding gene	ENSMUSG00000025492
NM_211138	RefSeq	MGI:2147987	Pcyt1b	phosphate cytidylyltransferase 1, choline, beta isoform	protein coding gene	ENSMUSG00000035246
NM_008892	RefSeq	MGI:99660	Pola1	polymerase (DNA directed), alpha 1	protein coding gene	ENSMUSG00000006678
NR_045978	RefSeq	MGI:1922489	4930543E12Rik	RIKEN cDNA 4930543E12 gene	lncRNA gene	ENSMUSG00000110009
NR_024025	RefSeq	MGI:1924366	Mtmr2	myotubularin related protein 2	protein coding gene	ENSMUSG00000031918
NM_134029	RefSeq	MGI:1917127	Nt5m	5',3'-nucleotidase, mitochondrial	protein coding gene	ENSMUSG00000032615
NM_183139	RefSeq	MGI:2687283	Pld6	phospholipase D family member 6	protein coding gene	ENSMUSG00000043648
